log_id,timestamp,source,event_id,item,category,confidence,weight_lbs,contamination_flag
WST-0250,2026-06-04T19:54:00,Cafeteria Bin 1,EVT-011,pizza crust,compost,0.837,0.87,0
WST-0251,2026-04-24T20:34:00,Event Cleanup,EVT-015,milk carton,recycling,0.882,0.48,0
WST-0252,2026-04-23T05:44:00,Cafeteria Bin 2,EVT-021,foil pouch,landfill,0.932,1.81,0
WST-0253,2026-04-25T17:55:00,Event Cleanup,EVT-035,water bottle,recycling,0.67,0.3,0
WST-0254,2026-05-15T15:37:00,Cafeteria Bin 2,EVT-011,foil pouch,landfill,0.813,0.23,0
WST-0255,2026-05-12T20:41:00,Cafeteria Bin 1,EVT-037,foil pouch,landfill,0.703,0.14,0
WST-0256,2026-05-03T02:37:00,Cafeteria Bin 1,EVT-019,apple cores,compost,0.695,0.42,0
WST-0257,2026-06-03T23:04:00,Cafeteria Bin 2,,salad leftovers,compost,0.99,0.79,0
WST-0258,2026-05-09T22:32:00,Compost AI Demo Bin,EVT-031,plastic wrapper,landfill,0.6,0.68,0
WST-0259,2026-03-16T12:28:00,Cafeteria Bin 1,EVT-014,pizza crust,compost,0.739,0.06,0
WST-0260,2026-04-15T13:03:00,Cafeteria Bin 2,EVT-012,apple cores,compost,0.929,0.86,0
WST-0261,2026-04-23T23:30:00,Cafeteria Bin 2,EVT-028,unopened granola bar,unopened_food,0.584,0.07,0
WST-0262,2026-04-13T14:30:00,Compost AI Demo Bin,EVT-020,apple cores,compost,0.99,0.99,0
WST-0263,2026-05-17T07:14:00,Event Cleanup,EVT-008,plastic wrapper,landfill,0.774,0.06,0
WST-0264,2026-03-25T04:29:00,Compost AI Demo Bin,EVT-028,water bottle,recycling,0.688,1.28,0
WST-0265,2026-05-08T03:07:00,Event Cleanup,,salad leftovers,compost,0.99,0.6,0
WST-0266,2026-03-07T21:57:00,Compost AI Demo Bin,EVT-022,plastic wrapper,landfill,0.67,0.25,0
WST-0267,2026-05-16T17:59:00,Event Cleanup,EVT-037,salad leftovers,compost,0.673,0.57,0
WST-0268,2026-03-21T02:05:00,Cafeteria Bin 2,EVT-012,unopened granola bar,unopened_food,0.733,0.67,0
WST-0269,2026-06-05T11:49:00,Cafeteria Bin 1,EVT-033,water bottle,recycling,0.721,0.05,0
WST-0270,2026-04-17T00:29:00,Cafeteria Bin 2,EVT-025,unopened granola bar,unopened_food,0.818,0.31,0
WST-0271,2026-05-14T21:50:00,Compost AI Demo Bin,,milk carton,recycling,0.601,0.82,0
WST-0272,2026-03-01T10:19:00,Cafeteria Bin 2,EVT-037,milk carton,recycling,0.581,0.28,0
WST-0273,2026-03-02T15:58:00,Compost AI Demo Bin,EVT-035,apple cores,compost,0.835,0.07,0
WST-0274,2026-05-26T11:12:00,Cafeteria Bin 2,EVT-028,water bottle,recycling,0.736,0.46,0
WST-0275,2026-04-30T21:29:00,Cafeteria Bin 2,EVT-033,foil pouch,landfill,0.575,0.34,0
WST-0276,2026-04-02T15:02:00,Compost AI Demo Bin,EVT-037,paper tray,compost,0.977,1.3,0
WST-0277,2026-03-17T15:08:00,Event Cleanup,EVT-033,foil pouch,landfill,0.916,0.84,0
WST-0278,2026-04-13T10:56:00,Event Cleanup,EVT-007,plastic wrapper,landfill,0.976,0.59,0
WST-0279,2026-03-13T06:08:00,Compost AI Demo Bin,EVT-011,pizza crust,compost,0.849,0.32,0
WST-0280,2026-05-27T08:25:00,Cafeteria Bin 2,EVT-014,paper tray,compost,0.841,0.4,0
WST-0281,2026-03-23T15:47:00,Cafeteria Bin 1,EVT-028,milk carton,recycling,0.774,0.38,0
WST-0282,2026-05-22T03:21:00,Cafeteria Bin 2,EVT-016,pizza crust,compost,0.614,0.46,0
WST-0283,2026-05-21T08:31:00,Cafeteria Bin 1,EVT-011,plastic wrapper,landfill,0.46,0.49,1
WST-0284,2026-06-03T18:25:00,Event Cleanup,EVT-001,milk carton,recycling,0.852,0.94,0
WST-0285,2026-04-27T16:09:00,Cafeteria Bin 2,EVT-020,milk carton,recycling,0.317,0.18,1
WST-0286,2026-05-17T20:36:00,Cafeteria Bin 1,EVT-025,pizza crust,compost,0.845,1.01,0
WST-0287,2026-03-15T23:30:00,Cafeteria Bin 1,EVT-028,foil pouch,landfill,0.614,0.55,0
WST-0288,2026-04-14T20:27:00,Cafeteria Bin 2,EVT-014,foil pouch,landfill,0.676,0.36,0
WST-0289,2026-05-25T02:59:00,Event Cleanup,EVT-031,salad leftovers,compost,0.815,0.42,0
WST-0290,2026-03-12T14:23:00,Cafeteria Bin 2,EVT-031,pizza crust,compost,0.99,0.51,0
WST-0291,2026-05-30T13:21:00,Event Cleanup,EVT-036,apple cores,compost,0.948,0.51,0
WST-0292,2026-05-31T09:25:00,Event Cleanup,EVT-020,pizza crust,compost,0.852,0.72,1
WST-0293,2026-03-28T13:23:00,Event Cleanup,EVT-012,paper tray,compost,0.597,0.2,0
WST-0294,2026-03-27T05:28:00,Compost AI Demo Bin,EVT-014,unopened granola bar,unopened_food,0.827,0.41,0
WST-0295,2026-03-21T23:33:00,Cafeteria Bin 1,EVT-015,pizza crust,compost,0.833,0.57,0
WST-0296,2026-03-20T05:38:00,Compost AI Demo Bin,EVT-021,apple cores,compost,0.99,0.34,0
WST-0297,2026-03-21T15:45:00,Cafeteria Bin 1,EVT-015,water bottle,recycling,0.934,0.97,0
WST-0298,2026-04-27T18:36:00,Event Cleanup,EVT-019,water bottle,recycling,0.871,0.33,0
WST-0299,2026-03-14T01:55:00,Cafeteria Bin 2,EVT-020,foil pouch,landfill,0.99,0.48,0
WST-0300,2026-03-28T01:20:00,Cafeteria Bin 1,EVT-008,water bottle,recycling,0.615,0.13,0
WST-0301,2026-05-25T14:26:00,Cafeteria Bin 2,EVT-015,apple cores,compost,0.55,0.17,0
WST-0302,2026-06-02T14:28:00,Compost AI Demo Bin,EVT-006,milk carton,recycling,0.99,0.23,0
WST-0303,2026-04-17T18:49:00,Compost AI Demo Bin,EVT-035,salad leftovers,compost,0.568,0.5,0
WST-0304,2026-03-22T18:52:00,Event Cleanup,EVT-006,foil pouch,landfill,0.668,0.22,0
WST-0305,2026-04-05T14:22:00,Cafeteria Bin 2,EVT-025,apple cores,compost,0.99,0.45,0
WST-0306,2026-04-18T12:04:00,Compost AI Demo Bin,EVT-001,milk carton,recycling,0.96,0.09,0
WST-0307,2026-06-07T02:13:00,Event Cleanup,EVT-012,unopened granola bar,unopened_food,0.517,2.08,0
WST-0308,2026-04-12T04:07:00,Compost AI Demo Bin,EVT-022,paper tray,compost,0.896,0.7,0
WST-0309,2026-03-27T10:42:00,Cafeteria Bin 1,EVT-001,foil pouch,landfill,0.917,0.34,0
WST-0310,2026-06-02T17:03:00,Compost AI Demo Bin,EVT-014,salad leftovers,compost,0.843,0.2,0
WST-0311,2026-05-12T12:19:00,Compost AI Demo Bin,EVT-022,paper tray,compost,0.735,0.18,0
WST-0312,2026-05-21T07:48:00,Cafeteria Bin 2,EVT-006,paper tray,compost,0.623,0.5,1
WST-0313,2026-05-12T13:29:00,Event Cleanup,EVT-001,salad leftovers,compost,0.99,1.31,0
WST-0314,2026-05-21T04:46:00,Cafeteria Bin 1,,unopened granola bar,unopened_food,0.904,0.15,0
WST-0315,2026-03-17T11:07:00,Cafeteria Bin 1,EVT-016,milk carton,recycling,0.744,0.16,0
WST-0316,2026-05-15T21:38:00,Event Cleanup,EVT-020,salad leftovers,compost,0.868,0.24,0
WST-0317,2026-05-22T04:27:00,Cafeteria Bin 2,EVT-033,foil pouch,landfill,0.831,1.22,0
WST-0318,2026-04-04T02:23:00,Event Cleanup,EVT-028,paper tray,compost,0.768,0.48,0
WST-0319,2026-03-08T06:18:00,Compost AI Demo Bin,EVT-008,paper tray,compost,0.711,1.08,0
WST-0320,2026-05-02T05:17:00,Cafeteria Bin 2,EVT-014,water bottle,recycling,0.841,0.21,1
WST-0321,2026-03-03T21:09:00,Cafeteria Bin 2,EVT-024,water bottle,recycling,0.674,1.04,0
WST-0322,2026-05-25T06:29:00,Cafeteria Bin 2,EVT-031,milk carton,recycling,0.732,0.11,0
WST-0323,2026-05-31T22:59:00,Event Cleanup,EVT-014,salad leftovers,compost,0.669,0.82,1
WST-0324,2026-05-11T08:53:00,Cafeteria Bin 1,EVT-006,paper tray,compost,0.69,0.22,0
WST-0325,2026-05-25T20:11:00,Event Cleanup,EVT-020,paper tray,compost,0.825,1.96,0
WST-0326,2026-04-29T18:22:00,Cafeteria Bin 2,EVT-019,apple cores,compost,0.582,0.72,0
WST-0327,2026-06-05T17:01:00,Compost AI Demo Bin,EVT-006,unopened granola bar,unopened_food,0.846,1.09,0
WST-0328,2026-04-26T17:15:00,Cafeteria Bin 2,EVT-012,apple cores,compost,0.99,0.25,1
WST-0329,2026-04-21T14:42:00,Compost AI Demo Bin,EVT-021,unopened granola bar,unopened_food,0.561,0.56,0
WST-0330,2026-05-28T19:10:00,Cafeteria Bin 2,EVT-011,unopened granola bar,unopened_food,0.78,0.19,0
WST-0331,2026-05-12T21:37:00,Event Cleanup,EVT-020,apple cores,compost,0.99,0.92,0
WST-0332,2026-03-21T23:17:00,Event Cleanup,,water bottle,recycling,0.957,0.69,0
WST-0333,2026-05-14T06:10:00,Event Cleanup,EVT-015,water bottle,recycling,0.99,0.13,0
WST-0334,2026-05-01T06:17:00,Compost AI Demo Bin,EVT-021,paper tray,compost,0.666,0.44,0
WST-0335,2026-03-19T11:10:00,Compost AI Demo Bin,EVT-031,milk carton,recycling,0.657,0.23,0
WST-0336,2026-04-01T21:34:00,Event Cleanup,EVT-026,foil pouch,landfill,0.892,0.57,0
WST-0337,2026-05-31T20:40:00,Cafeteria Bin 2,EVT-033,paper tray,compost,0.913,0.12,0
WST-0338,2026-04-04T15:57:00,Cafeteria Bin 2,EVT-020,apple cores,compost,0.583,1.44,0
WST-0339,2026-04-02T21:46:00,Event Cleanup,EVT-011,plastic wrapper,landfill,0.847,0.47,0
WST-0340,2026-03-06T12:03:00,Cafeteria Bin 1,EVT-012,paper tray,compost,0.671,0.67,0
WST-0341,2026-03-07T12:55:00,Compost AI Demo Bin,EVT-031,paper tray,compost,0.633,0.17,0
WST-0342,2026-04-19T17:44:00,Compost AI Demo Bin,EVT-036,water bottle,recycling,0.793,0.21,0
WST-0343,2026-04-02T20:37:00,Event Cleanup,,milk carton,recycling,0.978,0.26,0
WST-0344,2026-05-27T22:11:00,Event Cleanup,EVT-037,plastic wrapper,landfill,0.555,1.08,0
WST-0345,2026-05-19T11:03:00,Compost AI Demo Bin,EVT-037,water bottle,recycling,0.803,0.2,0
WST-0346,2026-05-25T10:13:00,Event Cleanup,EVT-008,plastic wrapper,landfill,0.816,0.48,0
WST-0347,2026-03-30T23:44:00,Cafeteria Bin 2,EVT-035,water bottle,recycling,0.756,0.14,0
WST-0348,2026-03-04T04:08:00,Compost AI Demo Bin,EVT-014,water bottle,recycling,0.638,0.05,0
WST-0349,2026-04-04T16:00:00,Compost AI Demo Bin,EVT-014,plastic wrapper,landfill,0.861,1.89,0
WST-0350,2026-05-22T06:56:00,Compost AI Demo Bin,EVT-033,pizza crust,compost,0.599,0.43,0
WST-0351,2026-05-20T20:49:00,Cafeteria Bin 1,EVT-037,plastic wrapper,landfill,0.914,0.3,0
WST-0352,2026-03-04T02:37:00,Compost AI Demo Bin,EVT-020,milk carton,recycling,0.854,0.46,0
WST-0353,2026-04-16T06:09:00,Cafeteria Bin 1,,pizza crust,compost,0.764,0.69,0
WST-0354,2026-03-13T12:25:00,Cafeteria Bin 2,EVT-020,milk carton,recycling,0.876,0.37,0
WST-0355,2026-04-01T13:28:00,Cafeteria Bin 2,EVT-019,pizza crust,compost,0.659,0.14,0
WST-0356,2026-03-01T20:15:00,Cafeteria Bin 2,EVT-037,pizza crust,compost,0.99,0.99,0
WST-0357,2026-03-24T08:20:00,Cafeteria Bin 1,EVT-007,milk carton,recycling,0.856,2.23,0
WST-0358,2026-03-05T03:50:00,Cafeteria Bin 2,EVT-036,paper tray,compost,0.732,0.43,0
WST-0359,2026-04-01T03:20:00,Compost AI Demo Bin,EVT-033,salad leftovers,compost,0.57,0.3,0
WST-0360,2026-05-13T23:48:00,Cafeteria Bin 1,,salad leftovers,compost,0.621,0.45,0
WST-0361,2026-05-23T19:51:00,Cafeteria Bin 1,EVT-006,apple cores,compost,0.865,0.05,0
WST-0362,2026-03-28T05:56:00,Event Cleanup,EVT-012,paper tray,compost,0.677,0.16,0
WST-0363,2026-03-28T17:25:00,Compost AI Demo Bin,EVT-035,water bottle,recycling,0.757,0.67,0
WST-0364,2026-04-10T09:43:00,Compost AI Demo Bin,EVT-012,salad leftovers,compost,0.575,0.35,0
WST-0365,2026-03-15T15:52:00,Cafeteria Bin 1,EVT-026,paper tray,compost,0.99,0.25,0
WST-0366,2026-03-18T16:28:00,Cafeteria Bin 2,EVT-007,water bottle,recycling,0.714,0.24,0
WST-0367,2026-04-02T01:49:00,Cafeteria Bin 1,EVT-036,milk carton,recycling,0.732,0.44,0
WST-0368,2026-05-24T17:44:00,Cafeteria Bin 1,EVT-007,plastic wrapper,landfill,0.663,0.62,0
WST-0369,2026-04-06T21:24:00,Cafeteria Bin 1,EVT-031,plastic wrapper,landfill,0.971,0.65,0
WST-0370,2026-03-22T03:51:00,Compost AI Demo Bin,EVT-019,plastic wrapper,landfill,0.99,0.09,0
WST-0371,2026-05-16T07:19:00,Cafeteria Bin 2,EVT-016,apple cores,compost,0.744,1.08,1
WST-0372,2026-03-18T23:19:00,Event Cleanup,EVT-031,pizza crust,compost,0.729,0.25,0
WST-0373,2026-04-19T05:28:00,Event Cleanup,EVT-028,foil pouch,landfill,0.365,0.85,1
WST-0374,2026-03-12T07:31:00,Cafeteria Bin 1,EVT-035,apple cores,compost,0.653,0.08,0
WST-0375,2026-04-14T09:54:00,Cafeteria Bin 2,EVT-001,paper tray,compost,0.809,0.15,0
WST-0376,2026-03-22T13:11:00,Compost AI Demo Bin,EVT-019,plastic wrapper,landfill,0.775,1.07,0
WST-0377,2026-06-05T02:50:00,Compost AI Demo Bin,EVT-006,apple cores,compost,0.755,0.12,0
WST-0378,2026-04-25T15:59:00,Compost AI Demo Bin,EVT-028,water bottle,recycling,0.774,0.37,0
WST-0379,2026-03-13T11:22:00,Cafeteria Bin 2,EVT-001,apple cores,compost,0.99,0.18,0
WST-0380,2026-06-05T05:46:00,Compost AI Demo Bin,EVT-006,paper tray,compost,0.416,0.22,1
WST-0381,2026-03-03T05:49:00,Cafeteria Bin 2,EVT-008,plastic wrapper,landfill,0.946,0.06,0
WST-0382,2026-03-11T16:29:00,Event Cleanup,EVT-020,unopened granola bar,unopened_food,0.715,1.9,0
WST-0383,2026-05-26T00:24:00,Event Cleanup,EVT-020,apple cores,compost,0.683,0.55,0
WST-0384,2026-04-05T02:32:00,Cafeteria Bin 1,EVT-019,pizza crust,compost,0.908,0.44,0
WST-0385,2026-04-11T10:54:00,Cafeteria Bin 1,EVT-001,salad leftovers,compost,0.659,0.47,1
WST-0386,2026-05-04T10:55:00,Cafeteria Bin 2,EVT-007,unopened granola bar,unopened_food,0.99,0.31,0
WST-0387,2026-04-22T16:42:00,Compost AI Demo Bin,EVT-008,unopened granola bar,unopened_food,0.81,0.19,0
WST-0388,2026-05-03T17:12:00,Event Cleanup,EVT-011,plastic wrapper,landfill,0.988,1.07,0
WST-0389,2026-05-18T16:47:00,Cafeteria Bin 1,,foil pouch,landfill,0.675,0.28,0
WST-0390,2026-03-30T00:48:00,Compost AI Demo Bin,EVT-021,water bottle,recycling,0.71,1.06,0
WST-0391,2026-05-24T10:02:00,Cafeteria Bin 1,EVT-022,unopened granola bar,unopened_food,0.895,0.71,0
WST-0392,2026-04-11T00:15:00,Cafeteria Bin 1,EVT-033,water bottle,recycling,0.99,0.32,0
WST-0393,2026-04-28T21:53:00,Compost AI Demo Bin,EVT-025,milk carton,recycling,0.74,0.73,0
WST-0394,2026-05-12T00:52:00,Cafeteria Bin 1,EVT-026,milk carton,recycling,0.976,0.23,0
WST-0395,2026-03-17T00:22:00,Event Cleanup,EVT-035,water bottle,recycling,0.928,1.26,0
WST-0396,2026-03-09T06:35:00,Event Cleanup,,pizza crust,compost,0.99,0.67,0
WST-0397,2026-04-19T18:13:00,Cafeteria Bin 1,EVT-037,paper tray,compost,0.952,0.68,0
WST-0398,2026-03-23T10:20:00,Cafeteria Bin 1,EVT-021,apple cores,compost,0.746,0.14,0
WST-0399,2026-05-26T16:00:00,Event Cleanup,EVT-033,salad leftovers,compost,0.465,0.69,1
WST-0400,2026-04-28T01:40:00,Compost AI Demo Bin,EVT-016,pizza crust,compost,0.804,0.35,0
WST-0401,2026-04-26T19:20:00,Compost AI Demo Bin,EVT-001,water bottle,recycling,0.736,0.09,0
WST-0402,2026-03-25T21:31:00,Cafeteria Bin 1,EVT-031,water bottle,recycling,0.926,0.37,0
WST-0403,2026-03-08T15:17:00,Cafeteria Bin 1,EVT-012,unopened granola bar,unopened_food,0.825,1.08,0
WST-0404,2026-05-09T23:22:00,Cafeteria Bin 1,EVT-025,unopened granola bar,unopened_food,0.758,0.74,0
WST-0405,2026-05-06T04:06:00,Cafeteria Bin 1,EVT-035,water bottle,recycling,0.968,0.57,0
WST-0406,2026-04-05T11:26:00,Compost AI Demo Bin,EVT-033,pizza crust,compost,0.785,0.6,0
WST-0407,2026-04-23T02:25:00,Event Cleanup,EVT-028,paper tray,compost,0.676,0.44,0
WST-0408,2026-05-12T13:37:00,Cafeteria Bin 1,EVT-035,unopened granola bar,unopened_food,0.541,0.56,0
WST-0409,2026-03-05T19:23:00,Cafeteria Bin 2,EVT-035,foil pouch,landfill,0.99,0.05,0
WST-0410,2026-04-24T10:27:00,Event Cleanup,EVT-037,foil pouch,landfill,0.793,0.79,0
WST-0411,2026-04-29T01:22:00,Cafeteria Bin 2,EVT-028,foil pouch,landfill,0.841,0.23,0
WST-0412,2026-05-11T00:08:00,Event Cleanup,EVT-026,plastic wrapper,landfill,0.856,0.36,0
WST-0413,2026-04-09T15:25:00,Cafeteria Bin 2,EVT-006,salad leftovers,compost,0.644,0.54,0
WST-0414,2026-05-24T04:38:00,Event Cleanup,EVT-020,foil pouch,landfill,0.556,0.12,0
WST-0415,2026-04-15T21:42:00,Cafeteria Bin 2,EVT-007,milk carton,recycling,0.851,0.55,1
WST-0416,2026-05-07T19:15:00,Compost AI Demo Bin,EVT-025,unopened granola bar,unopened_food,0.99,0.19,0
WST-0417,2026-05-03T05:57:00,Compost AI Demo Bin,EVT-031,salad leftovers,compost,0.884,0.08,0
WST-0418,2026-03-28T21:27:00,Event Cleanup,EVT-026,plastic wrapper,landfill,0.603,0.77,0
WST-0419,2026-05-27T21:24:00,Cafeteria Bin 1,EVT-031,foil pouch,landfill,0.72,0.19,0
WST-0420,2026-03-04T20:54:00,Cafeteria Bin 2,EVT-014,unopened granola bar,unopened_food,0.445,0.52,1
WST-0421,2026-04-24T06:40:00,Event Cleanup,EVT-021,water bottle,recycling,0.929,1.45,0
WST-0422,2026-05-08T09:45:00,Event Cleanup,EVT-028,unopened granola bar,unopened_food,0.66,0.07,0
WST-0423,2026-04-01T19:59:00,Cafeteria Bin 2,EVT-022,foil pouch,landfill,0.982,0.5,0
WST-0424,2026-04-14T04:28:00,Cafeteria Bin 2,EVT-036,paper tray,compost,0.646,0.25,0
WST-0425,2026-05-10T14:12:00,Compost AI Demo Bin,EVT-021,pizza crust,compost,0.81,1.61,0
WST-0426,2026-03-20T16:09:00,Cafeteria Bin 2,EVT-022,milk carton,recycling,0.99,0.95,0
WST-0427,2026-03-31T10:38:00,Cafeteria Bin 1,EVT-021,plastic wrapper,landfill,0.875,0.43,0
WST-0428,2026-03-14T14:01:00,Compost AI Demo Bin,EVT-020,milk carton,recycling,0.99,0.37,1
WST-0429,2026-04-04T02:01:00,Cafeteria Bin 1,EVT-016,plastic wrapper,landfill,0.707,0.9,0
WST-0430,2026-04-20T23:32:00,Cafeteria Bin 2,EVT-016,milk carton,recycling,0.889,0.12,0
WST-0431,2026-04-23T07:13:00,Compost AI Demo Bin,EVT-031,salad leftovers,compost,0.749,0.18,0
WST-0432,2026-03-24T07:24:00,Cafeteria Bin 2,EVT-024,water bottle,recycling,0.758,0.72,0
WST-0433,2026-03-05T09:40:00,Event Cleanup,EVT-016,foil pouch,landfill,0.616,1.6,0
WST-0434,2026-05-31T04:00:00,Event Cleanup,EVT-020,salad leftovers,compost,0.724,0.54,0
WST-0435,2026-04-07T05:01:00,Cafeteria Bin 1,EVT-037,unopened granola bar,unopened_food,0.72,1.0,0
WST-0436,2026-04-03T19:39:00,Event Cleanup,EVT-012,pizza crust,compost,0.579,0.58,0
WST-0437,2026-04-06T05:41:00,Cafeteria Bin 1,EVT-015,salad leftovers,compost,0.803,0.05,0
WST-0438,2026-04-08T06:07:00,Event Cleanup,EVT-021,water bottle,recycling,0.945,0.36,0
WST-0439,2026-05-04T03:44:00,Event Cleanup,EVT-037,plastic wrapper,landfill,0.862,0.26,0
WST-0440,2026-03-16T13:55:00,Event Cleanup,EVT-033,milk carton,recycling,0.602,0.41,0
WST-0441,2026-05-24T13:13:00,Event Cleanup,EVT-031,milk carton,recycling,0.776,1.53,0
WST-0442,2026-03-23T08:38:00,Compost AI Demo Bin,EVT-020,water bottle,recycling,0.924,0.8,0
WST-0443,2026-05-19T21:06:00,Compost AI Demo Bin,EVT-024,salad leftovers,compost,0.62,0.56,0
WST-0444,2026-03-01T02:05:00,Compost AI Demo Bin,EVT-022,pizza crust,compost,0.837,0.48,0
WST-0445,2026-05-23T02:34:00,Cafeteria Bin 2,EVT-016,pizza crust,compost,0.764,0.36,0
WST-0446,2026-05-12T06:03:00,Cafeteria Bin 2,EVT-008,foil pouch,landfill,0.837,0.35,0
WST-0447,2026-05-11T05:51:00,Event Cleanup,EVT-022,salad leftovers,compost,0.926,0.19,0
WST-0448,2026-03-10T00:52:00,Cafeteria Bin 1,EVT-028,plastic wrapper,landfill,0.696,0.43,0
WST-0449,2026-04-21T10:14:00,Cafeteria Bin 2,EVT-033,unopened granola bar,unopened_food,0.392,0.87,1
WST-0450,2026-04-19T05:44:00,Event Cleanup,EVT-020,water bottle,recycling,0.82,0.46,0
WST-0451,2026-05-21T02:25:00,Event Cleanup,EVT-015,apple cores,compost,0.53,0.26,0
WST-0452,2026-04-23T20:09:00,Compost AI Demo Bin,EVT-035,paper tray,compost,0.602,0.69,1
WST-0453,2026-05-16T21:23:00,Compost AI Demo Bin,EVT-025,apple cores,compost,0.855,0.42,0
WST-0454,2026-04-09T20:43:00,Cafeteria Bin 1,EVT-028,foil pouch,landfill,0.651,0.32,0
WST-0455,2026-05-02T20:24:00,Cafeteria Bin 1,EVT-021,pizza crust,compost,0.662,0.19,0
WST-0456,2026-03-10T09:05:00,Compost AI Demo Bin,EVT-037,salad leftovers,compost,0.943,2.46,1
WST-0457,2026-03-14T03:40:00,Cafeteria Bin 2,EVT-022,salad leftovers,compost,0.849,0.75,0
WST-0458,2026-03-25T02:46:00,Compost AI Demo Bin,EVT-008,apple cores,compost,0.841,1.56,0
WST-0459,2026-06-06T01:47:00,Cafeteria Bin 2,EVT-033,apple cores,compost,0.608,0.28,0
WST-0460,2026-05-19T18:28:00,Compost AI Demo Bin,EVT-001,milk carton,recycling,0.99,0.71,0
WST-0461,2026-05-21T04:33:00,Cafeteria Bin 1,EVT-031,plastic wrapper,landfill,0.99,1.22,0
WST-0462,2026-03-11T09:01:00,Event Cleanup,EVT-028,apple cores,compost,0.789,0.23,0
WST-0463,2026-04-29T21:06:00,Compost AI Demo Bin,EVT-021,salad leftovers,compost,0.652,1.05,1
WST-0464,2026-05-04T08:55:00,Cafeteria Bin 2,EVT-008,foil pouch,landfill,0.657,0.57,0
WST-0465,2026-04-06T02:53:00,Event Cleanup,EVT-016,apple cores,compost,0.74,0.31,0
WST-0466,2026-03-02T21:54:00,Compost AI Demo Bin,EVT-025,milk carton,recycling,0.862,0.86,0
WST-0467,2026-03-22T08:25:00,Compost AI Demo Bin,EVT-037,foil pouch,landfill,0.768,0.16,0
WST-0468,2026-03-22T17:42:00,Event Cleanup,EVT-036,salad leftovers,compost,0.779,0.29,0
WST-0469,2026-04-28T11:02:00,Compost AI Demo Bin,EVT-026,unopened granola bar,unopened_food,0.964,0.05,0
WST-0470,2026-06-05T16:43:00,Cafeteria Bin 2,EVT-014,paper tray,compost,0.812,1.62,0
WST-0471,2026-03-04T11:36:00,Event Cleanup,EVT-033,plastic wrapper,landfill,0.953,0.79,0
WST-0472,2026-05-13T16:00:00,Cafeteria Bin 2,EVT-021,foil pouch,landfill,0.749,0.64,0
WST-0473,2026-04-25T00:32:00,Compost AI Demo Bin,EVT-012,foil pouch,landfill,0.645,0.84,0
WST-0474,2026-05-15T07:27:00,Event Cleanup,EVT-019,pizza crust,compost,0.712,0.31,1
WST-0475,2026-03-01T09:34:00,Cafeteria Bin 2,EVT-014,water bottle,recycling,0.715,0.56,0
WST-0476,2026-04-13T14:48:00,Cafeteria Bin 1,EVT-028,apple cores,compost,0.902,1.8,0
WST-0477,2026-05-10T21:35:00,Compost AI Demo Bin,EVT-036,water bottle,recycling,0.609,0.51,0
WST-0478,2026-03-02T21:04:00,Compost AI Demo Bin,EVT-020,paper tray,compost,0.819,0.4,0
WST-0479,2026-04-29T13:24:00,Cafeteria Bin 1,EVT-033,salad leftovers,compost,0.852,1.04,0
WST-0480,2026-03-22T02:58:00,Cafeteria Bin 1,EVT-037,salad leftovers,compost,0.99,0.36,0
WST-0481,2026-04-19T05:38:00,Cafeteria Bin 2,EVT-021,water bottle,recycling,0.938,0.44,0
WST-0482,2026-05-23T09:45:00,Cafeteria Bin 1,EVT-001,unopened granola bar,unopened_food,0.737,0.69,0
WST-0483,2026-03-17T09:28:00,Event Cleanup,EVT-014,apple cores,compost,0.832,0.19,0
WST-0484,2026-03-08T17:07:00,Event Cleanup,EVT-036,unopened granola bar,unopened_food,0.875,0.5,0
WST-0485,2026-04-11T13:50:00,Event Cleanup,EVT-025,plastic wrapper,landfill,0.99,0.32,0
WST-0486,2026-04-05T21:52:00,Cafeteria Bin 2,EVT-033,salad leftovers,compost,0.467,0.05,1
WST-0487,2026-06-06T20:09:00,Event Cleanup,EVT-008,foil pouch,landfill,0.683,0.27,0
WST-0488,2026-06-01T14:14:00,Event Cleanup,EVT-022,foil pouch,landfill,0.939,0.84,0
WST-0489,2026-03-29T16:35:00,Event Cleanup,EVT-007,foil pouch,landfill,0.867,0.25,0
WST-0490,2026-06-04T05:16:00,Event Cleanup,EVT-037,salad leftovers,compost,0.714,1.39,0
WST-0491,2026-04-12T18:48:00,Event Cleanup,EVT-011,milk carton,recycling,0.728,0.07,0
WST-0492,2026-05-15T21:51:00,Cafeteria Bin 1,EVT-037,foil pouch,landfill,0.979,0.6,0
WST-0493,2026-04-11T05:47:00,Cafeteria Bin 2,EVT-033,foil pouch,landfill,0.776,0.59,0
WST-0494,2026-05-12T23:24:00,Compost AI Demo Bin,EVT-022,milk carton,recycling,0.654,0.28,0
WST-0495,2026-05-19T13:33:00,Compost AI Demo Bin,EVT-016,milk carton,recycling,0.812,0.29,0
WST-0496,2026-03-29T22:41:00,Event Cleanup,EVT-016,apple cores,compost,0.864,0.86,0
WST-0497,2026-03-08T19:07:00,Event Cleanup,EVT-037,apple cores,compost,0.565,0.05,0
WST-0498,2026-03-11T04:23:00,Event Cleanup,EVT-028,salad leftovers,compost,0.8,0.66,0
WST-0499,2026-04-10T16:02:00,Event Cleanup,EVT-025,paper tray,compost,0.809,0.77,0
WST-0500,2026-05-30T06:53:00,Compost AI Demo Bin,EVT-021,water bottle,recycling,0.887,0.61,0
